Destination,Month,Date
DZA,11,224
DZA,12,168
DZN,07,29
DZN,09,57
EAM,01,609
EAM,02,348
EAM,03,319
EAM,04,290
EAM,05,551
EAM,06,783
EAM,07,261
EAM,08,290
EAM,09,684
EAM,10,1132
EAM,11,560
EAM,12,784
EAP,01,29
EAP,02,58
EAP,03,29
EAP,04,87
EAP,05,87
EAP,06,232
EAP,07,29
EAP,08,87
EAP,09,114
EAP,10,226
EAP,11,112
EAP,12,168
EAR,10,225
EAR,11,56
EAS,01,58
EAS,02,29
EAS,03,174
EAS,04,145
EAS,05,145
EAS,06,116
EAS,07,174
EAS,08,145
EAS,09,114
EAS,10,169
EAS,11,280
EAS,12,112
EAT,01,29
EAT,02,29
EAT,05,29
EAT,06,29
EAT,08,87
EAT,10,56
EAT,12,56
EBA,01,58
EBA,02,29
EBA,03,145
EBA,06,29
EBA,07,58
EBA,08,29
EBB,01,493
EBB,02,406
EBB,03,493
EBB,04,464
EBB,05,435
EBB,06,261
EBB,07,435
EBB,08,232
EBB,09,741
EBB,10,566
EBB,11,560
EBB,12,896
EBJ,01,29
EBJ,03,29
EBJ,06,29
EBJ,09,57
EBL,01,261
EBL,02,174
EBL,03,290
EBL,04,232
EBL,05,377
EBL,06,348
EBL,07,203
EBL,08,203
EBL,09,570
EBL,10,565
EBL,11,448
EBL,12,504
EBU,02,29
EBU,05,87
EBU,06,58
EBU,07,29
EBU,08,29
EBU,09,57
ECH,05,29
ECN,01,87
ECN,02,145
ECN,03,116
ECN,04,116
ECN,05,290
ECN,06,116
ECN,07,58
ECN,08,232
ECN,09,456
ECN,10,395
ECN,11,168
ECN,12,392
ECP,01,58
ECP,02,29
ECP,03,29
ECP,04,87
ECP,05,87
ECP,06,58
ECP,07,29
ECP,08,87
ECP,09,57
ECP,10,169
ECP,11,168
ECP,12,112
EDI,01,2059
EDI,02,1827
EDI,03,2030
EDI,04,2465
EDI,05,2088
EDI,06,1885
EDI,07,1856
EDI,08,2001
EDI,09,2622
EDI,10,3503
EDI,11,3584
EDI,12,2352
EDL,01,29
EDL,05,29
EDL,06,29
EDO,06,29
EEP,12,56
EFD,08,29
EFL,02,58
EFL,03,116
EFL,04,87
EFL,05,174
EFL,06,232
EFL,07,29
EFL,08,203
EFL,09,58
EFL,10,57
EFL,11,57
EGC,01,87
EGC,03,58
EGC,04,87
EGC,05,58
EGC,06,116
EGC,07,58
EGC,08,58
EGC,09,114
EGC,10,170
EGC,11,112
EGE,02,29
EGE,03,58
EGE,06,58
EGE,07,58
EGE,10,114
EGE,11,56
EGE,12,56
EGO,01,116
EGO,02,87
EGO,03,58
EGO,04,203
EGO,05,58
EGO,06,58
EGO,07,87
EGO,08,58
EGO,09,171
EGO,10,228
EGO,11,224
EGO,12,280
EGS,05,29
EIE,02,29
EIK,02,58
EIN,01,174
EIN,02,174
EIN,03,348
EIN,04,203
EIN,05,232
EIN,06,203
EIN,07,203
EIN,08,203
EIN,09,456
EIN,10,225
EIN,11,168
EIN,12,448
EIS,01,145
EIS,02,232
EIS,03,87
EIS,04,116
EIS,06,29
EIS,07,203
EIS,08,116
EIS,10,57
EJA,04,29
EJA,05,29
EJA,12,56
EJH,01,29
EJH,03,29
EJH,05,29
EJH,11,56
EKO,12,56
ELA,03,29
ELH,01,29
ELH,05,58
ELH,10,57
ELH,12,56
ELM,04,87
ELM,07,29
ELM,08,87
ELM,10,112
ELM,12,112
ELP,01,116
ELP,02,319
ELP,03,145
ELP,04,87
ELP,05,203
ELP,06,232
ELP,07,116
ELP,08,145
ELP,09,114
ELP,10,618
ELP,11,448
ELP,12,224
ELQ,01,116
ELQ,02,87
ELQ,03,87
ELQ,04,145
ELQ,05,116
ELQ,06,203
ELQ,07,174
ELQ,08,290
ELQ,09,285
ELQ,10,113
ELQ,11,224
ELQ,12,840
ELS,01,29
ELS,02,87
ELS,04,58
ELS,05,58
ELS,07,58
ELS,08,58
ELS,09,57
ELS,10,170
ELS,12,168
ELY,01,29
ELY,09,57
EMA,01,174
EMA,02,58
EMA,03,29
EMA,04,145
EMA,05,261
EMA,06,87
EMA,07,145
EMA,08,58
EMA,09,285
EMA,10,113
EMA,11,224
EMA,12,224
EMD,06,29
EMD,11,56
EMD,12,56
ENA,04,29
ENA,05,29
ENA,06,87
ENA,10,56
ENA,12,56
ENC,04,29
ENC,07,29
ENF,05,29
ENI,11,56
ENS,04,29
ENU,02,29
ENU,03,58
ENU,08,29
ENU,10,57
ENU,11,56
EOH,01,29
EOH,02,29
EOH,05,29
EOH,07,29
EOH,10,56
EOH,11,56
EPR,03,29
EPU,05,29
EPU,08,29
EQS,02,29
EQS,03,29
ERC,03,29
ERC,04,29
ERD,04,29
ERD,05,29
ERF,01,29
ERF,02,29
ERF,04,29
ERF,08,87
ERF,09,114
ERF,10,112
ERH,04,29
ERH,11,56
ERI,02,29
ERI,03,29
ERI,04,29
ERI,05,58
ERI,06,58
ERI,08,116
ERI,09,57
ERS,07,58
ERS,10,57
ERZ,01,29
ERZ,05,58
ERZ,12,56
ESB,01,580
ESB,02,696
ESB,03,696
ESB,04,609
ESB,05,667
ESB,06,522
ESB,07,638
ESB,08,522
ESB,09,741
ESB,10,791
ESB,11,1400
ESB,12,672
ESC,06,29
ESC,09,114
ESD,09,29
ESE,06,29
ESL,02,29
ESL,04,29
ESL,05,29
ESM,10,57
ESO,05,29
ESO,12,56
ESR,04,29
ESR,09,57
ESR,11,56
ESR,12,56
ESS,08,29
ESU,01,29
ESU,02,29
ESU,03,116
ESU,04,29
ESU,05,58
ESU,06,87
ESU,07,116
ESU,08,29
ESU,09,171
ESU,10,56
ETH,01,145
ETH,02,58
ETH,03,87
ETH,04,87
ETH,05,58
ETH,06,58
ETH,07,145
ETH,08,116
ETH,09,114
ETH,10,169
ETH,11,392
ETH,12,168
ETR,06,29
ETZ,02,29
ETZ,03,58
ETZ,04,29
ETZ,05,87
ETZ,06,145
ETZ,07,58
ETZ,08,116
ETZ,09,114
ETZ,10,282
ETZ,11,56
ETZ,12,168
EUG,01,29
EUG,02,29
EUG,03,29
EUG,04,116
EUG,05,87
EUG,06,58
EUG,07,58
EUG,08,174
EUG,09,114
EUG,10,226
EUG,11,112
EUG,12,168
EUN,01,29
EUN,03,29
EUN,04,29
EUN,07,29
EUN,09,57
EUX,06,58
EUX,11,56
EVE,01,87
EVE,02,87
EVE,04,29
EVE,05,29
EVE,06,116
EVE,07,58
EVE,08,87
EVE,09,114
EVE,10,114
EVE,11,112
EVE,12,168
EVN,01,319
EVN,02,377
EVN,03,580
EVN,04,638
EVN,05,899
EVN,06,783
EVN,07,870
EVN,08,551
EVN,09,1767
EVN,10,1358
EVN,11,2184
EVN,12,1680
EVV,03,29
EVV,05,58
EVV,06,87
EVV,08,29
EVV,09,57
EVV,10,57
EWB,03,29
EWB,05,29
EWB,09,57
EWB,10,56
EWB,11,56
EWN,05,29
EWN,06,29
EWN,08,29
EWN,09,29
EWN,12,112
EWR,01,2436
EWR,02,2349
EWR,03,2378
EWR,04,2552
EWR,05,2697
EWR,06,2494
EWR,07,2494
EWR,08,2610
EWR,09,4617
EWR,10,5182
EWR,11,5432
EWR,12,4200
EXI,09,29
EXT,01,203
EXT,02,145
EXT,03,145
EXT,04,203
EXT,05,174
EXT,06,58
EXT,07,87
EXT,08,261
EXT,09,58
EXT,10,282
EXT,11,168
EXT,12,56
EYK,05,29
EYP,03,29
EYP,05,29
EYP,06,58
EYP,08,29
EYP,10,56
EYW,01,87
EYW,02,261
EYW,03,232
EYW,04,203
EYW,05,203
EYW,06,232
EYW,07,116
EYW,08,174
EYW,09,399
EYW,10,281
EYW,11,336
EYW,12,504
EZE,01,1160
EZE,02,783
EZE,03,1073
EZE,04,1276
EZE,05,1421
EZE,06,1218
EZE,07,1682
EZE,08,1392
EZE,09,2223
EZE,10,2879
EZE,11,2968
EZE,12,1400
EZS,01,29
EZS,02,58
EZS,03,29
EZS,04,29
EZS,05,29
EZS,06,29
EZS,07,87
EZS,09,58
EZV,07,29
FAC,01,29
FAC,05,29
FAE,02,29
FAE,03,58
FAE,06,58
FAE,08,87
FAE,10,168
FAE,11,56
FAE,12,56
FAI,01,29
FAI,02,29
FAI,03,116
FAI,04,29
FAI,05,29
FAI,06,87
FAI,07,29
FAI,08,116
FAI,09,171
FAI,10,337
FAI,11,112
FAI,12,56
FAO,01,1914
FAO,02,1537
FAO,03,1508
FAO,04,1682
FAO,05,1711
FAO,06,2030
FAO,07,2001
FAO,08,1450
FAO,09,3078
FAO,10,2931
FAO,11,1624
FAO,12,1232
FAR,02,29
FAR,03,87
FAR,04,58
FAR,05,87
FAR,08,87
FAR,09,57
FAR,10,113
FAR,11,112
FAR,12,168
FAT,01,116
FAT,02,116
FAT,03,174
FAT,04,203
FAT,05,290
FAT,06,232
FAT,07,87
FAT,08,203
FAT,09,228
FAT,10,562
FAT,11,448
FAT,12,336
FAY,02,58
FAY,03,29
FAY,04,29
FAY,06,116
FAY,07,29
FAY,08,58
FAY,09,114
FAY,11,112
FAY,12,56
FBM,03,29
FBM,05,29
FBM,06,29
FBM,10,57
FCA,02,58
FCA,03,29
FCA,05,58
FCA,06,29
FCA,07,87
FCA,08,116
FCA,09,57
FCA,10,56
FCA,11,112
FCA,12,56
FCO,01,4495
FCO,02,3567
FCO,03,4640
FCO,04,4640
FCO,05,4002
FCO,06,3857
FCO,07,3712
FCO,08,3886
FCO,09,6498
FCO,10,6826
FCO,11,6384
FCO,12,5544
FCP,06,29
FDE,01,29
FDE,02,29
FDE,04,58
FDE,05,58
FDE,07,29
FDE,09,57
FDE,11,56
FDF,01,841
FDF,02,609
FDF,03,580
FDF,04,754
FDF,05,580
FDF,06,493
FDF,07,609
FDF,08,551
FDF,09,1824
FDF,10,1581
FDF,11,1456
FDF,12,1344
FDH,01,87
FDH,02,145
FDH,03,174
FDH,04,203
FDH,05,87
FDH,06,174
FDH,07,203
FDH,08,58
FDH,09,57
FDH,10,169
FDH,11,336
FDH,12,168
FEC,02,29
FEG,01,58
FEG,03,58
FEG,04,87
FEG,05,58
FEG,07,29
FEG,08,29
FEG,09,58
FEG,10,226
FEG,12,168
FEN,01,58
FEN,02,87
FEN,03,116
FEN,04,174
FEN,05,29
FEN,08,29
FEN,10,56
FEN,11,168
FEN,12,224
FES,06,29
FEZ,01,319
FEZ,02,261
FEZ,03,377
FEZ,04,435
FEZ,05,522
FEZ,06,493
FEZ,07,348
FEZ,08,406
FEZ,09,684
FEZ,10,450
FEZ,11,224
FEZ,12,280
FGI,05,29
FIH,01,29
FIH,02,232
FIH,04,87
FIH,05,116
FIH,06,116
FIH,07,29
FIH,08,29
FIH,09,171
FIH,10,113
FIH,11,168
FIH,12,392
FJR,02,29
FJR,05,29
FJR,07,29
FJR,08,58
FJR,12,56
FKB,01,232
FKB,02,377
FKB,03,145
FKB,04,348
FKB,05,261
FKB,06,435
FKB,07,232
FKB,08,203
FKB,09,399
FKB,10,226
FKB,11,896
FKB,12,336
FKL,04,29
FKS,02,29
FKS,05,29
FLA,01,58
FLA,04,29
FLA,05,29
FLG,03,58
FLG,04,29
FLG,05,29
FLG,07,29
FLG,09,29
FLG,11,56
FLG,12,112
FLL,01,3161
FLL,02,2813
FLL,03,2059
FLL,04,2378
FLL,05,2204
FLL,06,2320
FLL,07,2378
FLL,08,2929
FLL,09,5244
FLL,10,7763
FLL,11,7616
FLL,12,7616
FLN,01,870
FLN,02,522
FLN,03,725
FLN,04,609
FLN,05,435
FLN,06,522
FLN,07,551
FLN,08,609
FLN,09,1767
FLN,10,1352
FLN,11,1288
FLN,12,1064
FLO,01,29
FLO,03,29
FLO,04,29
FLO,06,29
FLO,07,29
FLO,08,29
FLO,09,29
FLO,10,56
FLO,11,168
FLR,01,1682
FLR,02,1711
FLR,03,1711
FLR,04,1508
FLR,05,1421
FLR,06,1595
FLR,07,1624
FLR,08,1421
FLR,09,3477
FLR,10,2198
FLR,11,1904
FLR,12,2128
FLW,05,29
FLW,11,56
FMA,01,29
FMM,01,145
FMM,03,58
FMM,04,58
FMM,05,87
FMM,06,116
FMM,07,87
FMM,08,145
FMM,09,342
FMM,10,168
FMM,11,224
FMN,01,29
FMN,05,29
FMN,08,29
FMN,11,56
FMO,01,290
FMO,02,261
FMO,03,174
FMO,04,232
FMO,05,145
FMO,06,203
FMO,07,116
FMO,08,145
FMO,09,114
FMO,10,566
FMO,11,168
FMO,12,112
FMY,01,261
FMY,02,174
FMY,03,145
FMY,04,116
FMY,05,116
FMY,06,406
FMY,07,232
FMY,08,203
FMY,09,570
FMY,10,733
FMY,11,336
FMY,12,840
FNA,01,58
FNA,02,87
FNA,03,116
FNA,04,116
FNA,05,145
FNA,06,87
FNA,07,29
FNA,08,29
FNA,09,228
FNA,10,56
FNA,11,392
FNA,12,224
FNB,05,29
FNC,01,1450
FNC,02,1044
FNC,03,696
FNC,04,899
FNC,05,812
FNC,06,812
FNC,07,1015
FNC,08,870
FNC,09,1425
FNC,10,1914
FNC,11,1232
FNC,12,1344
FNI,01,87
FNI,02,29
FNI,03,29
FNI,04,29
FNI,05,87
FNI,06,29
FNI,07,29
FNI,08,29
FNI,09,114
FNJ,03,29
FNJ,04,29
FNJ,05,29
FNJ,08,29
FNJ,12,56
FNL,06,29
FNL,08,29
FNL,10,56
FNT,01,87
FNT,02,58
FNT,03,58
FNT,04,116
FNT,05,29
FNT,06,87
FNT,07,145
FNT,08,29
FNT,10,338
FNT,11,56
FNT,12,56
FOC,01,116
FOC,02,116
FOC,03,174
FOC,04,319
FOC,05,145
FOC,06,145
FOC,07,232
FOC,08,232
FOC,09,456
FOC,10,282
FOC,11,672
FOC,12,168
FOD,04,29
FOD,10,56
FOE,03,29
FOG,02,29
FON,11,56
FOR,01,1566
FOR,02,1363
FOR,03,1334
FOR,04,1827
FOR,05,1392
FOR,06,1450
FOR,07,1711
FOR,08,1247
FOR,09,2964
FOR,10,4002
FOR,11,3864
FOR,12,2072
FPO,01,261
FPO,02,232
FPO,03,174
FPO,04,290
FPO,05,116
FPO,06,116
FPO,07,87
FPO,08,116
FPO,09,342
FPO,10,168
FPO,11,392
FPO,12,112
FRA,01,10440
FRA,02,9802
FRA,03,10527
FRA,04,10208
FRA,05,9976
FRA,06,9541
FRA,07,9686
FRA,08,10846
FRA,09,20235
FRA,10,20309
FRA,11,18312
FRA,12,11648
FRC,09,57
FRD,07,29
FRG,09,29
FRL,01,87
FRL,02,58
FRL,03,58
FRL,04,29
FRL,05,29
FRL,06,58
FRL,07,29
FRL,09,29
FRO,03,29
FRO,05,58
FRO,06,29
FRO,07,29
FRO,08,58
FRO,09,58
FRO,10,113
FRO,11,56
FRS,01,29
FRS,03,29
FRS,07,29
FRS,09,171
FRS,10,56
FRU,01,203
FRU,02,290
FRU,03,319
FRU,04,522
FRU,05,435
FRU,06,290
FRU,07,493
FRU,08,348
FRU,09,342
FRU,10,847
FRU,11,1064
FRU,12,616
FSC,01,203
FSC,02,203
FSC,03,203
FSC,04,174
FSC,05,116
FSC,06,261
FSC,07,232
FSC,08,87
FSC,09,57
FSC,10,168
FSC,11,224
FSC,12,56
FSD,01,58
FSD,02,29
FSD,03,29
FSD,04,116
FSD,05,87
FSD,06,145
FSD,07,58
FSD,08,58
FSD,09,171
FSD,10,168
FSD,11,112
FSD,12,336
FSM,02,87
FSM,07,29
FSM,08,29
FSP,03,29
FSZ,02,29
FTE,01,145
FTE,02,29
FTE,03,58
FTE,04,58
FTE,05,29
FTE,06,29
FTE,07,58
FTE,08,29
FTE,10,170
FTE,11,280
FTU,06,29
FTU,10,56
FTY,07,29
FTY,11,56
FUE,01,1769
FUE,02,1334
FUE,03,1073
FUE,04,1073
FUE,05,1334
FUE,06,1073
FUE,07,1566
FUE,08,1218
FUE,09,2280
FUE,10,2713
FUE,11,1680
FUE,12,1624
FUK,01,174
FUK,02,29
FUK,03,348
FUK,04,377
FUK,05,232
FUK,06,290
FUK,07,232
FUK,08,261
FUK,09,342
FUK,10,226
FUK,11,616
FUK,12,336
FUL,05,29
FUN,09,57
FUO,12,56
FWA,01,29
FWA,02,116
FWA,03,87
FWA,04,29
FWA,05,29
FWA,08,87
FWA,09,29
FWA,10,112
FWA,11,168
FWA,12,168
FYU,10,56
FYV,01,29
FYV,03,29
FYV,04,29
FYV,07,58
FZO,02,29
FZO,11,56
GAF,09,29
GAJ,05,29
GAL,12,56
GAN,08,29
GAU,01,87
GAU,02,203
GAU,03,145
GAU,04,87
GAU,05,116
GAU,06,406
GAU,07,261
GAU,08,116
GAU,09,87
GAU,10,506
GAU,11,56
GAU,12,112
GAY,04,58
GAY,09,58
GBD,12,56
GBE,01,116
GBE,04,58
GBE,05,29
GBE,06,87
GBE,07,87
GBE,08,29
GBE,09,114
GBE,11,224
GBI,07,29
GCC,06,29
GCC,09,57
GCC,12,112
GCI,01,87
GCI,02,145
GCI,03,116
GCI,04,87
GCI,05,174
GCI,06,58
GCI,07,116
GCI,08,116
GCI,09,114
GCI,11,112
GCI,12,56
GCJ,01,29
GCJ,06,29
GCK,02,29
GCK,04,29
GCK,05,29
GCK,06,29
GCK,07,29
GCM,01,580
GCM,02,754
GCM,03,464
GCM,04,319
GCM,05,348
GCM,06,406
GCM,07,348
GCM,08,261
GCM,09,741
GCM,10,680
GCM,11,728
GCM,12,672
GCN,02,29
GCN,04,87
GCN,06,116
GCN,08,29
GCN,10,56
GCN,12,168
GDL,01,1334
GDL,02,957
GDL,03,1769
GDL,04,1653
GDL,05,928
GDL,06,1305
GDL,07,1218
GDL,08,1392
GDL,09,3933
GDL,10,3609
GDL,11,3136
GDL,12,2464
GDN,01,580
GDN,02,783
GDN,03,638
GDN,04,638
GDN,05,464
GDN,06,406
GDN,07,725
GDN,08,348
GDN,09,855
GDN,10,1073
GDN,11,896
GDN,12,504
GDP,08,29
GDT,01,29
GDT,02,87
GDT,03,87
GDT,05,29
GDT,08,58
GDT,09,29
GDV,01,29
GDX,02,29
GDX,03,116
GDX,04,116
GDX,05,58
GDX,06,29
GDX,07,29
GDX,08,116
GDX,09,29
GDX,10,171
GDX,11,56
GDX,12,112
GDZ,01,29
GDZ,02,87
GDZ,03,174
GDZ,04,203
GDZ,05,290
GDZ,06,319
GDZ,07,522
GDZ,08,377
GDZ,09,399
GDZ,10,226
GDZ,11,224
GDZ,12,168
GEA,06,29
GEA,10,57
GEG,01,29
GEG,02,87
GEG,03,261
GEG,04,203
GEG,05,116
GEG,06,87
GEG,07,174
GEG,08,174
GEG,09,171
GEG,10,733
GEG,11,504
GEG,12,448
GEN,08,29
GEO,01,174
GEO,02,116
GEO,03,261
GEO,04,261
GEO,05,145
GEO,06,116
GEO,07,145
GEO,08,319
GEO,09,399
GEO,10,170
GEO,11,336
GEO,12,448
GER,03,29
GES,05,29
GES,08,29
GES,11,57
GES,12,56
GET,02,29
GET,04,29
GEV,04,29
GEV,09,57
GFK,01,29
GFK,06,29
GFK,08,29
GFK,09,29
GFK,10,56
GFK,11,56
GFN,10,57
GGG,03,29
GGG,11,56
GGG,12,56
GGT,01,87
GGT,02,58
GGT,03,116
GGT,04,29
GGT,05,116
GGT,07,87
GGT,08,174
GGT,09,114
GGT,10,113
GGT,11,168
GGT,12,224
GGW,05,29
GGW,10,57
GHB,01,87
GHB,03,29
GHB,04,29
GHB,06,29
GHB,08,58
GHB,09,29
GHB,10,114
GHB,11,56
GIA,11,56
GIB,01,58
GIB,02,174
GIB,03,116
GIB,04,145
GIB,05,58
GIB,06,174
GIB,07,87
GIB,09,114
GIB,10,170
GIB,11,224
GIG,01,1595
GIG,02,1218
GIG,03,1508
GIG,04,1450
GIG,05,1566
GIG,06,1508
GIG,07,1740
GIG,08,1595
GIG,09,3591
GIG,10,3379
GIG,11,3248
GIG,12,2856
GIS,02,29
GIS,07,29
GIS,08,29
GIZ,01,580
GIZ,02,580
GIZ,03,638
GIZ,04,203
GIZ,05,377
GIZ,06,522
GIZ,07,899
GIZ,08,348
GIZ,09,684
GIZ,10,564
GIZ,11,616
GIZ,12,560
GJA,05,29
GJA,12,56
GJL,05,29
GJL,06,29
GJL,10,57
GJT,03,29
GJT,05,29
GJT,06,58
GJT,07,145
GJT,08,87
GJT,09,114
GJT,11,168
GJT,12,224
GLA,01,928
GLA,02,1160
GLA,03,1073
GLA,04,1131
GLA,05,1276
GLA,06,957
GLA,07,1305
GLA,08,1073
GLA,09,2223
GLA,10,1637
GLA,11,1904
GLA,12,1176
GLF,06,29
GLH,02,29
GLN,01,29
GLN,03,29
GLN,12,56
GLT,01,29
GLT,02,58
GLT,03,29
GLT,05,58
GLT,08,58
GLT,10,113
GLT,11,112
GLT,12,56
GME,05,87
GME,07,29
GMP,01,145
GMP,02,203
GMP,03,145
GMP,04,232
GMP,05,232
GMP,06,348
GMP,07,667
GMP,08,348
GMP,09,855
GMP,10,675
GMP,11,616
GMP,12,448
GMZ,02,29
GMZ,04,29
GMZ,05,29
GMZ,06,29
GMZ,07,58
GMZ,10,112
GMZ,12,56
GNA,09,57
GNA,10,57
GNB,01,174
GNB,02,58
GNB,03,58
GNB,04,29
GNB,06,29
GNB,08,87
GNB,10,170
GNB,11,112
GNB,12,168
GND,01,145
GND,02,290
GND,03,145
GND,04,29
GND,05,203
GND,06,29
GND,07,435
GND,08,319
GND,09,513
GND,10,282
GND,11,280
GND,12,336
GNV,02,29
GNV,03,87
GNV,04,145
GNV,06,58
GNV,08,58
GNV,09,57
GNV,10,337
GNV,11,224
GNV,12,280
GNY,01,29
GNY,02,29
GNY,04,58
GNY,06,29
GNY,12,56
GOA,01,261
GOA,02,406
GOA,03,377
GOA,04,406
GOA,05,609
GOA,06,319
GOA,07,522
GOA,08,261
GOA,09,456
GOA,10,904
GOA,11,224
GOA,12,336
GOH,01,29
GOH,02,29
GOH,03,58
GOH,04,29
GOH,06,87
GOH,07,29
GOH,10,57
GOH,11,112
GOH,12,56
GOI,01,1247
GOI,02,1218
GOI,03,841
GOI,04,870
GOI,05,464
GOI,06,870
GOI,07,1073
GOI,08,1102
GOI,09,1995
GOI,10,2370
GOI,11,2800
GOI,12,2576
GOJ,01,145
GOJ,02,174
GOJ,03,87
GOJ,04,116
GOJ,05,203
GOJ,06,116
GOJ,07,203
GOJ,08,348
GOJ,09,342
GOJ,10,505
GOJ,11,392
GOJ,12,560
GON,03,29
GOP,02,87
GOP,04,29
GOP,07,29
GOP,08,29
GOP,10,114
GOP,12,112
GOT,01,1131
GOT,02,1247
GOT,03,1044
GOT,04,899
GOT,05,696
GOT,06,870
GOT,07,899
GOT,08,899
GOT,09,1767
GOT,10,2028
GOT,11,1736
GOT,12,1288
GOV,01,29
GOV,03,29
GOV,05,29
GOV,07,58
GOV,08,29
GPA,02,87
GPA,03,29
GPA,04,58
GPA,05,87
GPA,07,58
GPA,08,29
GPA,09,57
GPS,01,87
GPS,02,58
GPS,03,174
GPS,04,29
GPS,05,29
GPS,06,87
GPS,07,29
GPS,08,29
GPS,09,171
GPS,10,168
GPS,11,224
GPS,12,112
GPT,02,58
GPT,03,29
GPT,04,29
GPT,05,58
GPT,06,116
GPT,07,116
GPT,08,145
GPT,09,171
GPT,10,280
GPT,11,56
GPT,12,168
GRB,03,58
GRB,04,29
GRB,05,29
GRB,06,116
GRB,07,29
GRB,08,29
GRB,09,171
GRB,10,57
GRB,11,168
GRI,02,29
GRI,09,29
GRI,12,56
GRJ,01,29
GRJ,03,29
GRJ,04,116
GRJ,07,29
GRJ,08,29
GRJ,09,57
GRJ,12,56
GRK,04,58
GRK,07,58
GRK,08,29
GRK,10,112
GRK,11,56
GRO,01,290
GRO,02,290
GRO,03,377
GRO,04,551
GRO,05,609
GRO,06,580
GRO,07,493
GRO,08,464
GRO,09,855
GRO,10,678
GRO,11,280
GRO,12,392
GRQ,03,87
GRQ,04,29
GRQ,05,29
GRQ,06,29
GRQ,07,29
GRQ,09,29
GRR,01,174
GRR,02,145
GRR,03,87
GRR,04,174
GRR,05,145
GRR,06,87
GRR,07,174
GRR,08,145
GRR,09,228
GRR,10,340
GRR,11,336
GRR,12,168
GRS,04,29
GRU,01,3074
GRU,02,2494
GRU,03,2291
GRU,04,2523
GRU,05,2639
GRU,06,2030
GRU,07,3161
GRU,08,2813
GRU,09,5985
GRU,10,5019
GRU,11,5656
GRU,12,3584
GRV,01,29
GRV,02,87
GRV,03,29
GRV,04,29
GRV,05,29
GRV,07,29
GRV,09,29
GRV,10,112
GRV,12,280
GRX,01,203
GRX,02,319
GRX,03,348
GRX,04,203
GRX,05,319
GRX,06,348
GRX,07,232
GRX,08,261
GRX,09,741
GRX,10,674
GRX,11,336
GRX,12,392
GRZ,01,377
GRZ,02,232
GRZ,03,203
GRZ,04,203
GRZ,05,377
GRZ,06,145
GRZ,07,348
GRZ,08,319
GRZ,09,627
GRZ,10,453
GRZ,11,168
GRZ,12,392
GSE,03,29
GSE,04,29
GSE,07,58
GSO,01,29
GSO,02,116
GSO,03,116
GSO,04,87
GSO,05,116
GSO,06,116
GSO,07,145
GSO,08,174
GSO,09,171
GSO,10,339
GSO,11,56
GSO,12,224
GSP,02,203
GSP,03,29
GSP,04,87
GSP,05,87
GSP,06,145
GSP,07,145
GSP,08,145
GSP,09,285
GSP,10,282
GSP,11,336
GSP,12,112
GST,12,56
GTF,01,29
GTF,02,58
GTF,03,58
GTF,04,29
GTF,06,29
GTF,07,29
GTF,08,29
GTF,09,58
GTF,10,113
GTF,11,56
GTO,07,58
GTO,08,29
GTO,09,57
GTY,04,29
GUA,01,1102
GUA,02,928
GUA,03,899
GUA,04,551
GUA,05,1189
GUA,06,1015
GUA,07,1015
GUA,08,1044
GUA,09,2793
GUA,10,2425
GUA,11,2576
GUA,12,2072
GUC,09,57
GUM,01,174
GUM,02,261
GUM,03,290
GUM,04,145
GUM,05,174
GUM,06,319
GUM,07,174
GUM,08,174
GUM,09,285
GUM,10,735
GUM,11,280
GUM,12,392
GUS,04,29
GUW,01,145
GUW,02,116
GUW,03,29
GUW,04,29
GUW,06,29
GUW,08,29
GUW,10,56
GVA,01,2639
GVA,02,2726
GVA,03,2494
GVA,04,2349
GVA,05,2204
GVA,06,2784
GVA,07,2378
GVA,08,2088
GVA,09,4332
GVA,10,5078
GVA,11,3864
GVA,12,4256
GVR,10,56
GWD,02,29
GWL,01,29
GWL,05,58
GWL,06,29
GWL,07,58
GWL,08,58
GWT,01,203
GWT,02,87
GWT,03,116
GWT,04,116
GWT,05,232
GWT,06,116
GWT,07,319
GWT,08,290
GWT,09,116
GWT,10,846
GWT,11,392
GWT,12,56
GWY,01,29
GWY,04,29
GWY,06,29
GWY,08,29
GXF,06,29
GYD,01,174
GYD,02,522
GYD,03,348
GYD,04,290
GYD,05,290
GYD,06,377
GYD,07,319
GYD,08,261
GYD,09,969
GYD,10,451
GYD,11,840
GYD,12,504
GYE,01,1073
GYE,02,899
GYE,03,725
GYE,04,696
GYE,05,1131
GYE,06,986
GYE,07,870
GYE,08,899
GYE,09,1767
GYE,10,1409
GYE,11,1400
GYE,12,1176
GYM,12,56
GYN,01,638
GYN,02,348
GYN,03,406
GYN,04,435
GYN,05,464
GYN,06,319
GYN,07,406
GYN,08,638
GYN,09,1026
GYN,10,1072
GYN,11,728
GYN,12,840
GYY,03,87
GYY,06,29
GZM,01,29
GZM,03,29
GZP,01,174
GZP,03,58
GZP,04,145
GZP,05,203
GZP,06,116
GZP,07,58
GZP,08,58
GZP,09,399
GZP,10,112
GZP,12,112
GZT,01,116
GZT,02,87
GZT,03,261
GZT,04,87
GZT,05,145
GZT,06,145
GZT,07,232
GZT,08,87
GZT,09,171
GZT,10,284
GZT,11,280
GZT,12,168
HA,10,1
HAD,03,29
HAD,06,29
HAD,09,57
HAD,10,57
HAD,12,168
HAH,03,29
HAH,04,29
