,Month,Destination,Date
11709,08,JOI,56
11710,08,JPA,476
11711,08,JPR,28
11712,08,JRO,280
11713,08,JRS,28
11714,08,JSI,140
11715,08,JSY,28
11716,08,JTR,784
11717,08,JUB,56
11718,08,JUJ,28
11719,08,JUL,28
11720,08,KBL,280
11721,08,KBP,1428
11722,08,KBV,448
11723,08,KCH,56
11724,08,KCM,28
11725,08,KDI,28
11726,08,KEF,672
11727,08,KEJ,56
11728,08,KGD,532
11729,08,KGF,28
11730,08,KGL,140
11731,08,KGP,28
11732,08,KGS,448
11733,08,KHE,28
11734,08,KHH,56
11735,08,KHI,560
11736,08,KHN,56
11737,08,KHV,364
11738,08,KIN,812
11739,08,KIR,56
11740,08,KIS,28
11741,08,KIV,616
11742,08,KIX,728
11743,08,KJA,476
11744,08,KKE,28
11745,08,KKN,112
11746,08,KLD,28
11747,08,KLH,28
11748,08,KLO,56
11749,08,KLU,56
11750,08,KLV,84
11751,08,KLX,28
11752,08,KMG,84
11753,08,KNH,56
11754,08,KNO,84
11755,08,KOA,560
11756,08,KOE,56
11757,08,KOI,56
11758,08,KOJ,28
11759,08,KOP,28
11760,08,KOV,28
11761,08,KPN,28
11762,08,KPO,28
11763,08,KRF,28
11764,08,KRK,868
11765,08,KRN,84
11766,08,KRO,84
11767,08,KRP,28
11768,08,KRR,924
11769,08,KRS,168
11770,08,KRT,112
11771,08,KSN,84
11772,08,KSO,28
11773,08,KSU,56
11774,08,KTM,812
11775,08,KTP,28
11776,08,KTT,56
11777,08,KTW,224
11778,08,KUA,56
11779,08,KUF,616
11780,08,KUL,3220
11781,08,KUN,56
11782,08,KUO,84
11783,08,KUT,84
11784,08,KUU,28
11785,08,KVA,140
11786,08,KVD,84
11787,08,KWE,28
11788,08,KWG,28
11789,08,KWI,840
11790,08,KWL,84
11791,08,KXK,28
11792,08,KYA,84
11793,08,KZN,504
11794,08,LAD,28
11795,08,LAN,56
11796,08,LAP,28
11797,08,LAS,6300
11798,08,LAU,28
11799,08,LAX,9156
11800,08,LBA,364
11801,08,LBB,84
11802,08,LBD,112
11803,08,LBE,84
11804,08,LBG,28
11805,08,LBU,28
11806,08,LBV,84
11807,08,LCA,1260
11808,08,LCG,140
11809,08,LCY,784
11810,08,LDB,84
11811,08,LDE,112
11812,08,LDY,28
11813,08,LEA,28
11814,08,LED,3892
11815,08,LEH,28
11816,08,LEI,140
11817,08,LEJ,504
11818,08,LEN,28
11819,08,LEQ,28
11820,08,LEX,112
11821,08,LFW,168
11822,08,LGA,1372
11823,08,LGB,140
11824,08,LGG,56
11825,08,LGK,168
11826,08,LGQ,28
11827,08,LGW,1624
11828,08,LHE,252
11829,08,LHR,9044
11830,08,LIG,56
11831,08,LIH,336
11832,08,LIL,364
11833,08,LIM,4060
11834,08,LIN,532
11835,08,LIR,392
11836,08,LIS,5488
11837,08,LIT,140
11838,08,LJU,308
11839,08,LKL,56
11840,08,LKN,28
11841,08,LKO,112
11842,08,LLA,140
11843,08,LLW,56
11844,08,LME,28
11845,08,LMM,28
11846,08,LMP,56
11847,08,LNK,56
11848,08,LNZ,112
11849,08,LON,17248
11850,08,LOP,168
11851,08,LOS,1120
11852,08,LPA,2100
11853,08,LPB,112
11854,08,LPI,84
11855,08,LPL,196
11856,08,LPP,28
11857,08,LPQ,56
11858,08,LRE,56
11859,08,LRH,56
11860,08,LRM,84
11861,08,LRS,28
11862,08,LRT,28
11863,08,LSI,112
11864,08,LSP,28
11865,08,LTN,196
11866,08,LTO,56
11867,08,LTT,28
11868,08,LUG,140
11869,08,LUN,28
11870,08,LUX,336
11871,08,LUZ,28
11872,08,LWN,56
11873,08,LWO,504
11874,08,LXR,28
11875,08,LXS,28
11876,08,LYN,112
11877,08,LYR,56
11878,08,LYS,1680
11879,08,MAA,1960
11880,08,MAB,56
11881,08,MAD,10724
11882,08,MAH,644
11883,08,MAN,2660
11884,08,MAO,420
11885,08,MAQ,28
11886,08,MAR,140
11887,08,MBA,560
11888,08,MBJ,1652
11889,08,MBX,28
11890,08,MCI,140
11891,08,MCO,3724
11892,08,MCP,140
11893,08,MCQ,28
11894,08,MCT,644
11895,08,MCU,28
11896,08,MCX,168
11897,08,MCY,56
11898,08,MCZ,616
11899,08,MDC,84
11900,08,MDE,1036
11901,08,MDT,140
11902,08,MDW,280
11903,08,MDZ,112
11904,08,MEA,56
11905,08,MED,308
11906,08,MEL,3500
11907,08,MEM,448
11908,08,MES,112
11909,08,MEX,3080
11910,08,MFE,28
11911,08,MFJ,28
11912,08,MFM,56
11913,08,MFR,84
11914,08,MFU,28
11915,08,MGA,308
11916,08,MGF,56
11917,08,MGM,28
11918,08,MGQ,28
11919,08,MGW,28
11920,08,MHD,56
11921,08,MHH,112
11922,08,MHQ,28
11923,08,MHT,112
11924,08,MIA,7672
11925,08,MID,56
11926,08,MIL,3948
11927,08,MIR,308
11928,08,MJF,28
11929,08,MJT,28
11930,08,MJV,140
11931,08,MJZ,28
11932,08,MKC,280
11933,08,MKE,364
11934,08,MKK,28
11935,08,MKM,28
11936,08,MKY,56
11937,08,MLA,1120
11938,08,MLB,84
11939,08,MLE,2016
11940,08,MLH,56
11941,08,MLI,28
11942,08,MLM,112
11943,08,MLO,56
11944,08,MLW,84
11945,08,MLX,56
11946,08,MMA,168
11947,08,MMK,140
11948,08,MMU,56
11949,08,MMX,140
11950,08,MNI,28
11951,08,MNL,4928
11952,08,MOC,28
11953,08,MOD,112
11954,08,MOL,84
11955,08,MOW,9912
11956,08,MOZ,28
11957,08,MPB,28
11958,08,MPH,140
11959,08,MPL,532
11960,08,MPM,84
11961,08,MPN,28
11962,08,MQF,84
11963,08,MQL,28
11964,08,MQM,28
11965,08,MQN,28
11966,08,MQT,56
11967,08,MRS,1624
11968,08,MRU,1512
11969,08,MRV,532
11970,08,MRY,196
11971,08,MRZ,28
11972,08,MSN,280
11973,08,MSO,56
11974,08,MSP,1176
11975,08,MSQ,840
11976,08,MSS,28
11977,08,MST,84
11978,08,MSY,812
11979,08,MTR,112
11980,08,MTY,112
11981,08,MUC,9100
11982,08,MUN,28
11983,08,MVD,504
11984,08,MVR,28
11985,08,MWA,28
11986,08,MXP,1260
11987,08,MYQ,56
11988,08,MYR,224
11989,08,MYY,28
11990,08,MZG,28
11991,08,MZH,28
11992,08,MZL,28
11993,08,MZT,140
11994,08,NAG,112
11995,08,NAL,84
11996,08,NAN,448
11997,08,NAP,1540
11998,08,NAS,1092
11999,08,NAT,504
12000,08,NBC,28
12001,08,NBE,224
12002,08,NBO,1120
12003,08,NCE,2436
12004,08,NCL,336
12005,08,NCU,28
12006,08,NCY,28
12007,08,NDC,56
12008,08,NDJ,84
12009,08,NDR,168
12010,08,NEG,112
12011,08,NEV,28
12012,08,NGB,56
12013,08,NGO,308
12014,08,NHA,56
12015,08,NIC,28
12016,08,NIM,28
12017,08,NIT,28
12018,08,NJC,196
12019,08,NJF,28
12020,08,NKC,28
12021,08,NKG,84
12022,08,NLK,28
12023,08,NMA,28
12024,08,NNG,28
12025,08,NOC,112
12026,08,NOJ,56
12027,08,NOU,112
12028,08,NOZ,28
12029,08,NPL,28
12030,08,NQT,84
12031,08,NQY,28
12032,08,NRN,112
12033,08,NRT,2296
12034,08,NSI,112
12035,08,NSK,28
12036,08,NSN,28
12037,08,NTE,504
12038,08,NTL,56
12039,08,NUE,896
12040,08,NUX,252
12041,08,NVA,28
12042,08,NVK,28
12043,08,NVT,168
12044,08,NWI,112
12045,08,NYC,14728
12046,08,NYM,112
12047,08,NYO,112
12048,08,OAJ,84
12049,08,OAK,560
12050,08,OAX,56
12051,08,ODS,616
12052,08,OGG,728
12053,08,OGZ,56
12054,08,OHD,140
12055,08,OIM,28
12056,08,OKA,336
12057,08,OKC,280
12058,08,OLB,812
12059,08,OMA,224
12060,08,OMH,28
12061,08,OMR,28
12062,08,OMS,252
12063,08,ONT,252
12064,08,OOL,476
12065,08,OPO,2016
12066,08,ORD,3108
12067,08,ORF,280
12068,08,ORK,168
12069,08,ORL,2240
12070,08,ORN,616
12071,08,ORY,2156
12072,08,ORZ,28
12073,08,OSA,336
12074,08,OSL,3472
12075,08,OSR,28
12076,08,OSS,140
12077,08,OST,56
12078,08,OTD,28
12079,08,OTP,868
12080,08,OUA,84
12081,08,OUD,420
12082,08,OUL,28
12083,08,OVB,868
12084,08,OVD,364
12085,08,OXF,56
12086,08,OZH,84
12087,08,PAD,140
12088,08,PAP,476
12089,08,PAR,14784
12090,08,PAT,84
12091,08,PBC,28
12092,08,PBH,28
12093,08,PBI,392
12094,08,PBM,28
12095,08,PCM,28
12096,08,PDG,28
12097,08,PDL,112
12098,08,PDP,84
12099,08,PDV,28
12100,08,PDX,644
12101,08,PED,84
12102,08,PEE,308
12103,08,PEG,28
12104,08,PEI,168
12105,08,PEK,2632
12106,08,PEN,140
12107,08,PER,1960
12108,08,PES,56
12109,08,PET,28
12110,08,PEW,84
12111,08,PEZ,56
12112,08,PFN,84
12113,08,PFO,616
12114,08,PGA,28
12115,08,PGF,140
12116,08,PGV,28
12117,08,PHC,84
12118,08,PHF,28
12119,08,PHL,1596
12120,08,PHS,28
12121,08,PHX,1932
12122,08,PIA,56
12123,08,PID,28
12124,08,PIE,112
12125,08,PIS,28
12126,08,PIT,392
12127,08,PIU,28
12128,08,PIX,28
12129,08,PJM,56
12130,08,PKB,28
12131,08,PKC,196
12132,08,PKU,196
12133,08,PKY,140
12134,08,PKZ,28
12135,08,PLM,84
12136,08,PLQ,28
12137,08,PLS,700
12138,08,PLZ,56
12139,08,PMC,56
12140,08,PMF,28
12141,08,PMI,8764
12142,08,PMO,896
12143,08,PMR,28
12144,08,PMV,56
12145,08,PMW,56
12146,08,PMY,28
12147,08,PNA,56
12148,08,PNH,560
12149,08,PNK,56
12150,08,PNL,28
12151,08,PNQ,252
12152,08,PNR,56
12153,08,PNS,140
12154,08,PNZ,56
12155,08,POA,812
12156,08,POP,280
12157,08,POR,28
12158,08,POS,420
12159,08,POZ,308
12160,08,PPB,56
12161,08,PPK,56
12162,08,PPP,56
12163,08,PPS,28
12164,08,PPT,448
12165,08,PPW,28
12166,08,PQQ,28
12167,08,PRG,4116
12168,08,PRI,28
12169,08,PRN,280
12170,08,PSA,728
12171,08,PSC,28
12172,08,PSE,56
12173,08,PSO,84
12174,08,PSP,224
12175,08,PSR,168
12176,08,PTJ,28
12177,08,PTP,616
12178,08,PTY,1120
12179,08,PUF,56
12180,08,PUJ,1904
12181,08,PUK,28
12182,08,PUS,672
12183,08,PUY,196
12184,08,PVC,28
12185,08,PVD,252
12186,08,PVG,3136
12187,08,PVH,252
12188,08,PVK,84
12189,08,PVR,1064
12190,08,PWM,196
12191,08,PWQ,28
12192,08,PXM,56
12193,08,PXO,28
12194,08,PYX,28
12195,08,PZO,28
12196,08,PZU,28
12197,08,QDU,28
12198,08,QLI,28
12199,08,QPG,28
12200,08,QRO,56
12201,08,QSF,112
12202,08,RAE,168
12203,08,RAH,28
12204,08,RAI,140
12205,08,RAK,1904
12206,08,RAO,168
12207,08,RBA,364
12208,08,RBR,224
12209,08,RDD,56
12210,08,RDM,56
12211,08,RDN,28
12212,08,RDU,784
12213,08,RDZ,28
12214,08,REC,1652
12215,08,REG,168
12216,08,REK,700
12217,08,REN,84
12218,08,REP,364
12219,08,REU,308
12220,08,RFD,28
12221,08,RGK,56
12222,08,RGN,308
12223,08,RGS,56
12224,08,RHO,952
12225,08,RIC,224
12226,08,RIO,3276
12227,08,RIW,28
12228,08,RIX,896
12229,08,RJK,280
12230,08,RJL,28
12231,08,RKD,28
12232,08,RKE,28
12233,08,RKT,84
12234,08,RLG,112
12235,08,RMA,28
12236,08,RMF,168
12237,08,RMI,168
12238,08,RNB,84
12239,08,RNO,364
12240,08,RNS,196
12241,08,ROA,140
12242,08,ROB,28
12243,08,ROC,56
12244,08,ROK,56
12245,08,ROM,7560
12246,08,ROR,56
12247,08,ROV,616
12248,08,RPR,112
12249,08,RRG,28
12250,08,RRS,28
12251,08,RST,28
12252,08,RSW,700
12253,08,RTB,112
12254,08,RTM,224
12255,08,RTW,168
12256,08,RUH,6776
12257,08,RUN,448
12258,08,RUT,28
12259,08,RVN,56
12260,08,RYG,28
12261,08,RZE,140
12262,08,SAC,56
12263,08,SAF,112
12264,08,SAH,84
12265,08,SAL,840
12266,08,SAN,1624
12267,08,SAO,2968
12268,08,SAP,308
12269,08,SAT,504
12270,08,SAV,252
12271,08,SAW,924
12272,08,SBA,28
12273,08,SBD,28
12274,08,SBH,28
12275,08,SBN,28
12276,08,SBY,28
12277,08,SBZ,140
12278,08,SCE,56
12279,08,SCF,28
12280,08,SCL,1708
12281,08,SCN,28
12282,08,SCO,56
12283,08,SCQ,448
12284,08,SCU,28
12285,08,SCW,56
12286,08,SDF,196
12287,08,SDL,84
12288,08,SDQ,1428
12289,08,SDR,308
12290,08,SDU,588
12291,08,SDV,28
12292,08,SEA,2212
12293,08,SEL,1400
12294,08,SEN,28
12295,08,SEZ,588
12296,08,SFA,84
12297,08,SFB,224
12298,08,SFJ,28
12299,08,SFO,5768
12300,08,SFT,56
12301,08,SGC,224
12302,08,SGD,28
12303,08,SGF,28
12304,08,SGN,2128
12305,08,SGY,28
12306,08,SHA,1596
12307,08,SHE,140
12308,08,SHJ,140
12309,08,SHV,28
12310,08,SHW,84
12311,08,SIA,28
12312,08,SIC,28
12313,08,SID,84
12314,08,SIN,6244
12315,08,SIP,924
12316,08,SIT,56
12317,08,SJC,448
12318,08,SJD,1512
12319,08,SJJ,252
12320,08,SJK,84
12321,08,SJO,2464
12322,08,SJP,112
12323,08,SJT,28
12324,08,SJU,1904
12325,08,SKB,168
12326,08,SKD,140
12327,08,SKG,1232
12328,08,SKN,28
12329,08,SKP,504
12330,08,SKU,28
12331,08,SKX,28
12332,08,SLA,28
12333,08,SLC,728
12334,08,SLP,28
12335,08,SLU,140
12336,08,SLW,28
12337,08,SLZ,364
12338,08,SMA,28
12339,08,SMF,476
12340,08,SMI,112
12341,08,SMR,196
12342,08,SNA,224
12343,08,SNN,308
12344,08,SOC,56
12345,08,SOF,1092
12346,08,SOQ,28
12347,08,SOU,168
12348,08,SPB,56
12349,08,SPC,168
12350,08,SPS,28
12351,08,SPU,784
12352,08,SRG,56
12353,08,SRQ,224
12354,08,SRZ,84
12355,08,SSA,1260
12356,08,SSE,28
12357,08,SSG,56
12358,08,SSH,644
12359,08,SSX,168
12360,08,STI,420
12361,08,STL,420
12362,08,STM,112
12363,08,STN,868
12364,08,STO,2408
12365,08,STR,2520
12366,08,STS,28
12367,08,STT,560
12368,08,STV,84
12369,08,STW,56
12370,08,STX,112
12371,08,SUB,336
12372,08,SUF,364
12373,08,SUG,28
12374,08,SUJ,28
12375,08,SUV,28
12376,08,SVD,28
12377,08,SVG,644
12378,08,SVO,840
12379,08,SVQ,1344
12380,08,SVX,1232
12381,08,SWF,28
12382,08,SXB,644
12383,08,SXF,448
12384,08,SXM,532
12385,08,SXR,84
12386,08,SYD,6328
12387,08,SYR,28
12388,08,SYX,112
12389,08,SYY,56
12390,08,SYZ,28
12391,08,SZF,196
12392,08,SZG,588
12393,08,SZX,224
12394,08,SZZ,28
12395,08,TAB,84
12396,08,TAC,28
12397,08,TAG,56
12398,08,TAM,28
12399,08,TAO,168
12400,08,TAS,868
12401,08,TBS,700
12402,08,TBU,56
12403,08,TBW,28
12404,08,TCI,1456
12405,08,TCR,28
12406,08,TDX,28
12407,08,TER,28
12408,08,TFN,504
12409,08,TFS,1232
12410,08,TGD,420
12411,08,TGU,224
12412,08,THE,476
12413,08,THR,140
12414,08,THS,28
12415,08,TIA,812
12416,08,TIF,168
12417,08,TIJ,112
12418,08,TIM,84
12419,08,TIP,140
12420,08,TIR,56
12421,08,TIV,644
12422,08,TJH,28
12423,08,TJM,308
12424,08,TJQ,28
12425,08,TJU,28
12426,08,TKG,56
12427,08,TKS,28
12428,08,TLC,196
12429,08,TLE,28
12430,08,TLH,84
12431,08,TLL,588
12432,08,TLM,28
12433,08,TLN,168
12434,08,TLS,1316
12435,08,TLV,4620
12436,08,TMJ,28
12437,08,TMP,140
12438,08,TNG,280
12439,08,TNJ,28
12440,08,TNR,392
12441,08,TOE,28
12442,08,TOF,140
12443,08,TOJ,28
12444,08,TOL,28
12445,08,TOS,252
12446,08,TPA,1652
12447,08,TPE,2184
12448,08,TPP,28
12449,08,TPS,364
12450,08,TRC,56
12451,08,TRD,560
12452,08,TRE,28
12453,08,TRF,280
12454,08,TRN,700
12455,08,TRS,224
12456,08,TRV,504
12457,08,TRW,28
12458,08,TRZ,56
12459,08,TSA,336
12460,08,TSE,448
12461,08,TSF,140
12462,08,TSN,28
12463,08,TSR,196
12464,08,TST,28
12465,08,TSV,28
12466,08,TTE,28
12467,08,TTN,56
12468,08,TTT,28
12469,08,TTU,28
12470,08,TUC,56
12471,08,TUF,56
12472,08,TUI,28
12473,08,TUL,84
12474,08,TUN,1428
12475,08,TUS,224
12476,08,TUU,588
12477,08,TVC,84
12478,08,TVF,28
12479,08,TVS,28
12480,08,TXG,28
12481,08,TXL,3500
12482,08,TYA,28
12483,08,TYF,28
12484,08,TYN,28
12485,08,TYO,3080
12486,08,TYR,56
12487,08,TYS,168
12488,08,TZL,28
12489,08,TZX,112
12490,08,UCT,56
12491,08,UDI,112
12492,08,UDJ,28
12493,08,UDR,28
12494,08,UFA,392
12495,08,UGC,84
12496,08,UII,28
12497,08,UIO,1036
12498,08,UIP,84
12499,08,UKK,56
12500,08,UKS,84
12501,08,ULN,196
12502,08,ULV,56
12503,08,ULY,112
12504,08,UME,28
12505,08,UNN,28
12506,08,UPG,196
12507,08,UPN,112
12508,08,URA,28
12509,08,URC,84
12510,08,URS,28
12511,08,USH,168
12512,08,USM,1064
12513,08,UTH,28
12514,08,UTP,56
12515,08,UUA,28
12516,08,UUD,56
12517,08,UUS,112
12518,08,UVF,476
12519,08,VAF,56
12520,08,VAR,252
12521,08,VAW,28
12522,08,VCE,3164
12523,08,VCP,252
12524,08,VCT,28
12525,08,VDA,28
12526,08,VDB,28
12527,08,VDC,28
12528,08,VDS,84
12529,08,VER,84
12530,08,VFA,28
12531,08,VGA,28
12532,08,VGO,280
12533,08,VIE,5992
12534,08,VIF,56
12535,08,VIL,56
12536,08,VIN,56
12537,08,VIS,28
12538,08,VIX,476
12539,08,VKO,672
12540,08,VKT,56
12541,08,VLC,1428
12542,08,VLI,56
12543,08,VLL,56
12544,08,VLN,28
12545,08,VNO,812
12546,08,VNS,28
12547,08,VOG,140
12548,08,VOL,28
12549,08,VOZ,168
12550,08,VPS,112
12551,08,VQS,56
12552,08,VRA,280
12553,08,VRK,28
12554,08,VRL,56
12555,08,VRN,560
12556,08,VSA,28
12557,08,VSG,56
12558,08,VTE,196
12559,08,VTZ,252
12560,08,VVI,252
12561,08,VVO,448
12562,08,VXE,56
12563,08,VXO,28
12564,08,WAS,1652
12565,08,WAT,28
12566,08,WAW,2576
12567,08,WDH,224
12568,08,WEI,28
12569,08,WGA,28
12570,08,WLG,308
12571,08,WMI,84
12572,08,WNZ,112
12573,08,WRL,28
12574,08,WRO,336
12575,08,WUH,112
12576,08,XAP,28
12577,08,XER,28
12578,08,XIY,84
12579,08,XMB,112
12580,08,XMN,252
12581,08,XNA,112
12582,08,XPG,28
12583,08,XQE,84
12584,08,XQP,28
12585,08,XRY,336
12586,08,XSH,28
12587,08,YAM,28
12588,08,YAO,56
12589,08,YAP,56
12590,08,YBL,28
12591,08,YCD,28
12592,08,YCG,28
12593,08,YDF,56
12594,08,YDN,56
12595,08,YEA,112
12596,08,YEG,364
12597,08,YFC,84
12598,08,YGR,28
12599,08,YHM,56
12600,08,YHZ,420
12601,08,YIK,28
12602,08,YIP,28
12603,08,YIW,28
12604,08,YKA,56
12605,08,YKS,224
12606,08,YKZ,28
12607,08,YLW,84
12608,08,YMM,56
12609,08,YMP,28
12610,08,YMQ,1176
12611,08,YMX,28
12612,08,YNB,56
12613,08,YOW,644
12614,08,YPE,28
12615,08,YQB,280
12616,08,YQD,28
12617,08,YQM,56
12618,08,YQR,28
12619,08,YQT,168
12620,08,YQU,84
12621,08,YQX,56
12622,08,YRT,28
12623,08,YSB,196
12624,08,YSJ,56
12625,08,YTO,1792
12626,08,YTS,28
12627,08,YTZ,168
12628,08,YUL,1708
12629,08,YUM,28
12630,08,YUY,28
12631,08,YVR,3136
12632,08,YWG,392
12633,08,YWK,112
12634,08,YXE,168
12635,08,YXJ,56
12636,08,YXS,112
12637,08,YXT,28
12638,08,YXU,84
12639,08,YXX,28
12640,08,YXY,56
12641,08,YYC,1540
12642,08,YYE,28
12643,08,YYG,84
12644,08,YYJ,196
12645,08,YYT,224
12646,08,YYZ,3836
12647,08,YZF,112
12648,08,YZV,28
12649,08,ZAD,224
12650,08,ZAG,868
12651,08,ZAV,28
12652,08,ZAZ,168
12653,08,ZCL,140
12654,08,ZIH,140
12655,08,ZLO,28
12656,08,ZNE,56
12657,08,ZNZ,252
12658,08,ZQN,224
12659,08,ZRH,3892
12660,08,ZSR,28
12661,08,ZTH,252
12662,08,ZWS,56
12663,08,ZYA,112
12664,08,ZYR,56
12665,08,ZYZ,28
12666,09,AAE,28
12667,09,AAH,28
12668,09,AAL,168
12669,09,AAN,84
12670,09,AAQ,196
12671,09,AAR,56
12672,09,ABA,28
12673,09,ABE,84
12674,09,ABJ,308
12675,09,ABQ,392
12676,09,ABR,28
12677,09,ABT,56
12678,09,ABV,140
12679,09,ABY,28
12680,09,ABZ,336
12681,09,ACA,84
12682,09,ACC,868
12683,09,ACE,1260
12684,09,ACK,28
12685,09,ACV,56
12686,09,ACY,28
12687,09,ADA,280
12688,09,ADB,616
12689,09,ADD,700
12690,09,ADJ,28
12691,09,ADL,784
12692,09,ADZ,280
12693,09,AEP,252
12694,09,AER,1064
12695,09,AES,196
12696,09,AFL,28
12697,09,AGA,392
12698,09,AGH,28
12699,09,AGP,4004
12700,09,AGR,28
12701,09,AGS,84
12702,09,AGU,84
12703,09,AGX,28
12704,09,AHB,560
12705,09,AHO,420
12706,09,AJA,308
12707,09,AJF,84
12708,09,AJL,28
12709,09,AJU,532
12710,09,AKL,3052
12711,09,AKN,28
12712,09,AKX,28
12713,09,ALA,616
12714,09,ALB,112
12715,09,ALC,2072
12716,09,ALF,112
12717,09,ALG,980
12718,09,ALO,28
12719,09,ALY,84
12720,09,AMA,28
12721,09,AMD,1064
12722,09,AMM,1288
12723,09,AMQ,84
12724,09,AMS,8624
12725,09,ANC,364
12726,09,ANE,28
12727,09,ANK,336
12728,09,ANM,28
12729,09,ANR,112
12730,09,ANU,280
12731,09,AOI,84
12732,09,AOJ,84
12733,09,AOK,28
12734,09,AOO,28
12735,09,APF,28
12736,09,AQI,84
12737,09,AQJ,56
12738,09,AQP,28
12739,09,ARH,28
12740,09,ARK,28
12741,09,ARN,2240
12742,09,ASB,56
12743,09,ASF,28
12744,09,ASM,56
12745,09,ASP,56
12746,09,ASR,252
12747,09,ASU,448
12748,09,ASV,28
12749,09,ASW,28
12750,09,ATG,28
12751,09,ATH,4256
12752,09,ATL,2576
12753,09,ATQ,308
12754,09,ATW,56
12755,09,ATZ,28
12756,09,AUA,1036
12757,09,AUH,1792
12758,09,AUS,420
12759,09,AVL,84
12760,09,AVP,28
12761,09,AVV,84
12762,09,AWP,28
12763,09,AXD,84
12764,09,AXM,84
12765,09,AYQ,112
12766,09,AYT,3584
12767,09,AZA,28
12768,09,AZI,56
12769,09,AZN,56
12770,09,AZS,56
12771,09,BAH,784
12772,09,BAJ,28
12773,09,BAK,308
12774,09,BAL,28
12775,09,BAQ,364
12776,09,BAX,84
12777,09,BBA,28
12778,09,BBI,140
12779,09,BBO,28
12780,09,BBU,56
12781,09,BCD,56
12782,09,BCM,56
12783,09,BCN,11508
12784,09,BDA,364
12785,09,BDJ,56
12786,09,BDL,196
12787,09,BDO,56
12788,09,BDQ,84
12789,09,BDS,280
12790,09,BEB,28
12791,09,BEG,952
12792,09,BEL,336
12793,09,BEO,28
12794,09,BER,5740
12795,09,BES,56
12796,09,BEW,28
12797,09,BEY,952
12798,09,BFI,28
12799,09,BFL,28
12800,09,BFN,28
12801,09,BFS,392
12802,09,BGA,196
12803,09,BGI,560
12804,09,BGO,924
12805,09,BGR,28
12806,09,BGW,56
12807,09,BGY,280
12808,09,BHD,196
12809,09,BHH,112
12810,09,BHJ,28
12811,09,BHK,140
12812,09,BHM,112
12813,09,BHO,112
12814,09,BHU,28
12815,09,BHX,980
12816,09,BHY,28
12817,09,BHZ,252
12818,09,BIA,168
12819,09,BIL,56
12820,09,BIO,896
12821,09,BIQ,168
12822,09,BJA,140
12823,09,BJL,56
12824,09,BJM,28
12825,09,BJS,2016
12826,09,BJV,336
12827,09,BJX,224
12828,09,BKA,56
12829,09,BKG,84
12830,09,BKI,224
12831,09,BKK,22624
12832,09,BKO,168
12833,09,BLA,112
12834,09,BLI,28
12835,09,BLJ,28
12836,09,BLL,196
12837,09,BLQ,1036
12838,09,BLR,1652
12839,09,BLT,28
12840,09,BLZ,28
12841,09,BMA,140
12842,09,BME,56
12843,09,BMI,56
12844,09,BML,28
12845,09,BNA,476
12846,09,BNE,2044
12847,09,BNN,28
12848,09,BOB,84
12849,09,BOD,1204
12850,09,BOG,2464
12851,09,BOH,84
12852,09,BOI,112
12853,09,BOJ,112
12854,09,BOM,6860
12855,09,BON,28
12856,09,BOO,28
12857,09,BOS,2268
12858,09,BPN,448
12859,09,BPS,588
12860,09,BQH,140
12861,09,BQN,168
12862,09,BQS,84
12863,09,BRC,364
12864,09,BRE,532
12865,09,BRI,672
12866,09,BRM,56
12867,09,BRN,84
12868,09,BRQ,112
12869,09,BRS,364
12870,09,BRU,3668
12871,09,BSB,1708
12872,09,BSK,28
12873,09,BSL,560
12874,09,BSR,28
12875,09,BTH,168
12876,09,BTJ,28
12877,09,BTR,28
12878,09,BTS,224
12879,09,BTV,56
12880,09,BUD,2604
12881,09,BUE,2744
12882,09,BUF,504
12883,09,BUH,784
12884,09,BUR,84
12885,09,BUS,140
12886,09,BVA,224
12887,09,BVB,140
12888,09,BVC,28
12889,09,BVE,28
12890,09,BWI,448
12891,09,BWK,28
12892,09,BWN,112
12893,09,BXN,56
12894,09,BZE,392
12895,09,BZG,56
12896,09,BZK,56
12897,09,BZN,112
12898,09,BZO,56
12899,09,BZR,140
12900,09,BZV,28
12901,09,CAC,28
12902,09,CAE,56
12903,09,CAG,308
12904,09,CAI,2548
12905,09,CAK,84
12906,09,CAN,1652
12907,09,CAP,28
12908,09,CAS,952
12909,09,CAY,140
12910,09,CBB,28
12911,09,CBP,28
12912,09,CBR,168
12913,09,CCF,28
12914,09,CCJ,336
12915,09,CCP,56
12916,09,CCS,896
12917,09,CCU,840
12918,09,CDC,28
12919,09,CDG,7084
12920,09,CEB,560
12921,09,CEE,28
12922,09,CEI,112
12923,09,CEK,224
12924,09,CEN,28
12925,09,CEQ,56
12926,09,CFE,196
12927,09,CFN,56
12928,09,CFU,196
12929,09,CGB,224
12930,09,CGH,896
12931,09,CGK,2128
12932,09,CGN,1932
12933,09,CGO,56
12934,09,CGP,28
12935,09,CGQ,28
12936,09,CGR,392
12937,09,CGY,28
12938,09,CHA,28
12939,09,CHC,644
12940,09,CHI,1764
12941,09,CHO,56
12942,09,CHQ,364
12943,09,CHS,140
12944,09,CIA,224
12945,09,CIC,28
12946,09,CID,84
12947,09,CIT,84
12948,09,CIU,28
12949,09,CJB,56
12950,09,CJC,28
12951,09,CJU,140
12952,09,CKG,112
12953,09,CKS,28
12954,09,CLE,196
12955,09,CLJ,168
12956,09,CLO,756
12957,09,CLQ,28
12958,09,CLT,812
12959,09,CLY,84
12960,09,CMB,2576
12961,09,CMH,308
